source,target,dataset
jainoax jaweti ainboboribi jabé bokátikanai jatíribibo iká iki yoshin jato jokonhaxonabo jatíribibo iká iki isinaitian jato benxoabo jainoax jato xaranribi iká iki ja magdalena akin akanai maríaribi já meranoax kanchis yoshin pikota ainbo,y también algunas mujeres a las que había curado de espíritus malos o de enfermedades maría por sobrenombre magdalena de la que habían salido siete demonios,religioso
jaskáxon ja apobaon nami sontárobaon koshibaon nami rakéma jonibaon nami jainoax kabayobaon nami ja jan peyakaabaon namiribi maton pinon,vengan y devoren carne de reyes de generales de hombres valientes devoren al caballo con su jinete a hombres libres y esclavos a pequeños y grandes,religioso
matonra onanti jake ja diossen joira matoibakeax peokootama iki ixon itan matobichomaribi iki ja joi onanabo,acaso la palabra de dios partió de ustedes o ha llegado tal vez sólo a ustedes,religioso
ninkakanwe kaldeobora reteanankasbo en jato imai jabora ramiamis jonibo iki nato mai rebestanira jatíbitian oken boanbekonkanai jatona ikenmabi iboanoxon mai biira ikanai,pues ahora empujo a los caldeos pueblo terrible y arrollador que recorre enormes distancias para apoderarse de países ajenos,religioso
ikaxbi ramara moa ja joi ninkákanama ikainkobo en jato ninkámakin senenhake jatian moa icha baritiaira matoiba kakaskin shinanna ikaxa,pero como lo deseo desde hace varios años y ahora ya no hay lugar para mí en esas regiones,religioso
ja jaton wetsa chiní josé yoii jaskákanaitian rubenman ninkata iki,al oír esto rubén quiso salvarlo de sus manos y les dijo no lo maten,religioso
ja diossen sakerdotebaon koshiki akai min jaskáakin jakonmaakin yoikin akin,estás insultando al sumo sacerdote de dios,religioso
noé sokota pacha westíora baritiaya iketianra moa mai pikota manxan iká iki,el año seiscientos uno de la vida de noé en el primer día del primer mes las aguas desaparecieron de la tierra,religioso
jaskákin yoiabi jabaon onanti atipanyamaxon jakiribi yokáti onsatankana iki tsoakayarin jato xewina kikin,de todos modos los discípulos no entendían lo que les hablaba y tenían miedo de preguntarle qué quería decir si alguno quiere ser el primero,religioso
jaweatiki ja burro maton choroai,por qué desatan ese burrito,religioso
joninra raeati atipanke itan moa akábo iki jatíbi meskó yoinabo noyai yoinabo norex iki niaibo jenemea yoinabo,animales salvajes y pájaros reptiles y animales marinos de toda clase han sido y de hecho son dominados por la raza humana,religioso
ja mai karanbemati pichika wakara en marokin bike enra jabopari tanamapakei kati jake,he comprado cinco yuntas de bueyes y voy a probarlas te ruego que me disculpes,religioso
ikonshamanra en mia yoiai rama yamébira rabeti atapa keotamabi ea onanaxbi mia kimishai parananoxiki akin,en verdad te digo que hoy esta misma noche antes de que el gallo cante por segunda vez me habrás negado tres veces,religioso
min rarebobo potabaini min mainmeax pikótaanan en mia mai oinmainko katanwe akin,deja tu país y tu parentela y vete al país que te indicaré,religioso
jatian ja filipo main iká kesareanko moa nokóxon jesussen jaonmea onannaibo yokata iki,jesús se fue a la región de cesarea de filipo estando allí preguntó a sus discípulos según el parecer de la gente,religioso
ja kishpinti jakon joi en jato yoiai riki jan ea rabikaati jawékima jara jaskara ati shinanya ikax chexakaakin en akai iki,pues cómo podría alardear de que anuncio el evangelio estoy obligado a hacerlo y,religioso
ea riki pablo diossen jaskara shinanna iketian jesukriston raana ja non wetsa timoteo betanra,de pablo apóstol de cristo jesús por voluntad de dios y del hermano timoteo,religioso
joáx jesúski nokotax ja bebon chirankootax maikibi bekepia iki,y se echó a los pies de jesús con el rostro en tierra dándole las gracias,religioso
semanantiibira rabéakinbo en ayunanai,ayuno dos veces por semana y doy la décima parte de todas mis entradas,religioso
nokon ibon xobon moa ea jakiribi rankanwe akin,permítanme volver donde mi señor,religioso
jaskaribiakinra non mato kikinhakin noibai jaskáakinra rarokin ja diossen bená joibichores non mato onanmakashamai nonbixbi mato kopi menikaatiribira non shinannai ikonbiresira noa maton keena iki,y era tal nuestra preocupación por ustedes que estábamos dispuestos a darles no sólo el evangelio sino también nuestra propia vida tan queridos habían llegado a ser para nosotros,religioso
jabaonra onanyamaresai ja diossenres jakon jonibo jato imai jaskákinra jatonbinix jakon joni iti shinankin ja jaskáaxon noa diossen jakon joni imatikaya pekáoriakana iki,no entienden cómo dios nos da la verdadera justicia y se empeñan en construir la suya y por esta razón no hicieron caso del camino de dios,religioso
nonra mia bimati atipanke jatíbi mato jonibaon jatíxonbi maton jakina rebichi maton rexteketiampari,daremos nuestro consentimiento con una sola condición que se hagan iguales a nosotros y circunciden a todos los varones que hay entre ustedes,religioso
jara keena iki noabopari kristo ikonhaax jaon manatabo itin jaskáaxon ja jawen atipana ani koshi non rabiti kopí,a la espera del mesías con el fin de que sea alabada su gloria,religioso
ikon riki ja profeta elías inontianra naikanmeax oi beyamaitian jatíbiain ikonbiresi jawékiatinin ikana iki jatian icha benomaya ainboboribi israel jeman jakana iki,en verdad les digo que había muchas viudas en israel en tiempos de elías cuando el cielo retuvo la lluvia durante tres años y medio y una gran hambre asoló a todo el país,religioso
noa keenai riki non papa dios betan non ibo jesukriston mato noianan xabáshaman shinanyares jamatinin,reciban gracia y paz de dios nuestro padre y de cristo jesús nuestro señor,religioso
jatian ja diossen shinanman akinna jawen keena keskáres akábora jan akinna kopíres jatíbitian jati neteya iti iki,el que siembra en el espíritu cosechará del espíritu la vida eterna,religioso
maton rekenbaon aní keskaribiakinra nokon esé ati en mato yoia maton jenea iki jaskatira mato yoitimaa iki,en efecto desde los tiempos de sus antepasados ustedes se han apartado de mis ordenanzas y no las han practicado,religioso
jaskákenbi ea neskáakin yoia iki,oí también una voz que me decía,religioso
ikaxbi jaskara onanax pablo betan bernabé listra betan derbe jeman jábati kabékona iki ja jemabo iki likaonia main ikábo jainoax ja ochóma iká jemabaonribi bokana iki,ellos al enterarse huyeron a la provincia de licaonia a las ciudades de listra derbe y alrededores,religioso
ja jaskara ati shinan en miibetan akai riki jatíbitian min dios ea iti jainoax min chiní bakebo betan en atira iti iki ea jabaon diossibi iti,p acto mi alianza contigo y con tu descendencia después de ti ésta es una alianza eterna yo seré tu dios y después de ti de tu descen den cia,religioso
ja ninkataibaon ninkakanwe ja diossen shinanman joi akaibo yoiai jaweratobaonki atikoma jawékibo janharesai jabora maná jeneya joné pan en jato pimati iki itan westíora joxo makanshoko bená jane wisháya en jato meniti iki,el que tenga oídos oiga este mensaje del espíritu a las iglesias al vencedor le daré un maná misterioso,religioso
itibiresma riki wetsa joni retekanaitian jaon toan mawáti nin jakon shinanya jonin toanbira noa itima iki irabirati atipanke jan jakonhapachoai joni iketian tsoabires jawen toan mawati,difícilmente aceptaríamos morir por una persona justa tratándose de una buena persona tal vez alguien se atrevería a sacrificar su vida,religioso
jatianra jabo ikonbiresi ratékana iki,de inmediato se calmó el viento con lo cual quedaron muy asombrados,religioso
ea pablo silvano timoteo jatíxonra ja tesalónikainoa joi akaibo non saludo bomai jaboribi ja non ibo jesukriston papa dios betan ikanaitian diossenbi jawen noimisti shinan betan jawen xabá shinanman mato akinboresbanon pablon dios iráke aka,pablo silvano y timoteo a la iglesia de los tesalonicenses congregada en dios padre y en cristo jesús el señor permanezcan con ustedes la gracia y la paz,religioso
jatian jaskáakin akanaitianra en onanna iki jaton esébo kopíres jakonmanin yoinkanai jakopi reteti itan jakopi kárkel meran atibobi yama iká iki,y descubrí que lo acusaban por cuestiones de su ley pero que no había ningún cargo que mereciera la muerte o la prisión,religioso
ja en mato jaweti joires wishaxonara moatianbi diossen shinanna jawéki jishtiaxon ea onanmaa iki,por una revelación se me dio a conocer su proyecto misterioso tal como acabo de exponérselo en pocas palabras,religioso
westíora waranka koríki min poi en meniara ja mibé ikabo bebon jan mia jakon ninkakaamati kopí en menia iki,le he dado a tu hermano mil monedas de plata con esto ninguno de los que están contigo se atreverá a pensar mal de ti,religioso
akonkin min shinanman ikonhaxa mia iti atipanke akin jatian ja etiope jonin yoia iki,puedes ser bautizado si crees con todo tu corazón el etíope replicó,religioso
jaskara ikenra ja dios keenaton onitsapitaibaon jakon jawékibores akin jenetima iki jainxon jan noa jonia dioskiribi menikaakanti jake janra noa jawetianbi jeneyamai,así pues si sufren porque ésta es la voluntad de dios confíen sus almas al creador que es fiel y continúen haciendo el bien,religioso
jaskara kopíra ja xontako ikaxbi benomaatabo jakiribi benokanti en jato yoiai jaskati benotaanan bakeaax xobomeax jaton bake koirannaibobiribi ikanon ixon jaskáaxon ja joi ayamaibaon jato jakonmaakin yoitima kopí,quiero pues que las viudas jóvenes se vuelvan a casar que tengan hijos y sean amas de casa antes que dar a nuestros adversarios algún pretexto para criticar,religioso
ikaxbi wetsa betanbires yoranxonra jawen yorabi jakonma imati ocha ake,cualquier otro pecado que alguien cometa queda fuera de su cuerpo pero el que tiene esas relaciones sexuales peca contra su propio cuerpo,religioso
jaskáakin yoia iitaitian wainko katanwanax moa yantan jakob joaitian bechii lea kaa iki ja bechibainxon lean aká iki neskáakin,cuando por la tarde llegaba jacob del campo lía salió a su encuentro y le dijo,religioso
ikonshamanra en mato yoiai jaweratobaonki baken akai keskáakin ja diossen ikinnaton jati nete biamai jabora jain jikitima iki akin,en verdad les digo quien no reciba el reino de dios como un niño no entrará en él,religioso
jatian moa jaskarabo iká rabé baritia winota pekáo westíora yamé faraónman namata iki ja namá meran oinna ronki iká iki nilo janeya paro kexá keníxon oinni chankata,dos años después fa raón tuvo este sueño estaba él a orillas del nilo,religioso
jaskáketian ja non ibon yoini joi en shinanna iki,entonces me acordé de la palabra del señor que dijo,religioso
jainxonribi en mato yoiai riki nato nobé joi akai non poi febera kikinshaman jakon shinanya ainbo iki ixon jara kenkreainoa joi akaibo ikinti imakana ixon jato ikinni iitai,les recomiendo a nuestra hermana febe diaconisa de la iglesia de cencreas,religioso
kopímashoko ikenbi ikanai iki westíora koríkishoko binox rabé isáshokotonin maroi jaskara ikenbira ja maton papa dios keenyamaitian westíorabi mawáti atipanyamake,acaso un par de pajaritos no se venden por unos centavos pero ni uno de ellos cae en tierra sin que lo permita vuestro padre,religioso
nato jawékininra mato onanmai ja dios ponté shinanya ixon jakopi mato onitsapiti iitaitian atibi jawen ikinaton jati netenko itibo mato imaa,estas han de ser para ustedes una muestra del justo juicio de dios pues deben mostrarse dignos de ese reino de dios por el cual ahora padecen el juicio y la venida,religioso
jaskara kopí ja piti itan ja xeatibicho benai shinan tsokasyamakanwe,no estén pendientes de lo que comerán o beberán no se atormenten,religioso
ja semana peokoota reken nete iibaitai yamébi jesussenmea onannaibo westíora xobonko tsinkíkana iki ja judío koshiboki raketi jatian ja xobo iká iki xepó,ese mismo día el primero después del sábado los discípulos estaban reunidos por la tarde con las puertas cerradas por miedo a los judíos,religioso
jaskáketian en mai tsakaa iki jainxon en ninkata iká iki,caí al suelo y oí una voz que me decía,religioso
wetsaboresa jato akanai akin,los que no son de la familia,religioso
moa jawetio basi pekáora egipto main itan kanaán main jawékiati keyóketian jakonmabires tenekana iki jatianra ja non reken papashokobaon ja jawékiati yamaa iki,sobrevino el hambre por toda la tierra de egipto y de canaán y la miseria fue tan enorme que nuestros padres no encontraban qué comer,religioso
jatianra ja sakerdotebaon koshibaon itan ja esé onan jonibaon joniboki rakékin jaskáaxon jesús retetibo benaa iki,los jefes de los sacerdotes y los maestros de la ley no encontraban la manera de hacer desaparecer a jesús pues tenían miedo del pueblo,religioso
jaskati moa yoábo yamaketian ikonbiresi jawékiatinin ikinra egipto jonibaon jaton waibo josé maromakana iki ja jaskáakin josé maromakana waibora ja egiptonko iká jatíbitanishaman maibo moa faraónmana baneta iki,de este modo josé adquirió para faraón toda la tierra de egipto pues los egipcios tuvieron que vender sus campos ya que el hambre los apretaba y la tierra pasó a ser toda de faraón,religioso
jaskatax moa jainbi yametax jakob jain oxaa iki,pero eres tú quien me dijo te colmaré de bienes y tu descendencia será como la arena del mar que nadie puede contar,religioso
jaton jonibaon koshibora jatobi ikana iká iki,fueron doce caudillos de sus respectivas tribus,religioso
jainxon ja boí bekana sakerdotebaon koshibo itan ja dios rabiti xobo meran iká polikiabo jainoax ja judíobaon joni koshibo jato jesussen neskáakin yoia iki,jesús se dirigió después a los que habían venido a prenderlo a los jefes de los sacerdotes y de la policía del templo y los ancianos de los judíos y les dijo,religioso
enra mia onanke mia riki diossen ochaoma bake iki,yo sé quién eres tú eres el santo de dios,religioso
ikaxbi ja jonira kishpinmeenoxiki chiimeranoaxbi pikotai keskati,se salvará pero como a través del fuego,religioso
ikaxbira matonbi ninkáxon oinke ja ikonma diosbora diosma iki ikibo ikai jaskáakin jato yoixonra ja wetsaresibi joibo icha joni jato ikonhamake neno efesoainbichoma riki jato jaskáai ja asia mai rebestanishamankinra jato jaskarabo onanmai,pero como ustedes mismos pueden ver y oír ese pablo ha cambiado la mente de muchísimas personas no sólo en efeso sino en casi toda la provincia de asia según él los dioses no pueden salir de manos humanas,religioso
jaskata iikin ja lean yonoti ainbo zilpánin jakob betan bakearibaa iki,zelfa la sierva de lía dio un segundo hijo a jacob,religioso
jawerato joniki ja kriston joi meran yoiai keskáma wetsa keska joi mato yoikasi nokotai jaskara jonibo maton xobon imayamakin jato jowé ayamabobikanwe,si alguno viene a ustedes y no trae esta doctrina no lo reciban en sus casas ni le saluden,religioso
jawekopiki mato ratetai israelita jonibo jawekopiki non atipana koshinbi iamaxon jakonhira ixon nato joni non nimaa keskáakin maton shinannai,israelitas por qué se quedan tan maravillados ustedes nos miran como si hubiéramos hecho caminar a este hombre por nuestro propio poder o santidad,religioso
jaskarabo iken matonbinix koirameekanwe ja mato akinni noa teeta jawékibora jawemabi banénake itan ja diossen noa meniti yoiaboribi maton biamanake,tengan cuidado para que no pierdan el fruto de sus trabajos sino que reciban el pleno salario,religioso
jawen mekayao mekenman iká iki kanchis wishtin keska tsomaa jainoax jawen kexakanmeax pikota iki okenbekonbi kenshoya espada keská jainoax jawen bemananribi iká iki kikinhakin barín tenaa keská pené,en su mano derecha tiene siete estrellas de su boca sale una espada aguda de doble filo y su cara brilla como el sol cuando está en su máximo esplendor,religioso
ja isaak pikónontianra abraham pacha baritiaya iká iki,abraham tenía cien años de edad cuando le nació isaac,religioso
ikaxbi jonibo bebomeax já yoii jaskáyamakanon ixon jesussen notsínxon jato netémaa iki jesussen chonka rabé raana itibo katota,pero él no quería que lo dieran a conocer y los hacía callar los doce apóstoles de jesús,religioso
jatian ja mawánibora jaton aká keskáboresibi jato yoixonpakea iki itan ja kirikabo meran wishakaata keskáakin,entonces fueron juzgados los muertos de acuerdo con lo que está escrito en esos libros es decir cada uno según sus obras,religioso
jaskáakin yoixon jawen wetsa ointaanan josé ikonbiresi onisa iki,josé tuvo que salir rápidamente porque se sintió muy conmovido por la presencia de su hermano y le vinieron ganas de llorar,religioso
ja joi ayamai apobaonra akanai jawen jonibo jaton keena keskáakinbores yonoananbi ramiakin jatian ja joni koshiboribi ikanai nonra jato jakonhaxon ikinai ikibo,los reyes de las naciones las gobiernan como dueños y los mismos que las oprimen se hacen llamar bienhechores,religioso
jatian ja mato jakonhaibores maton jato noiabira wetsaresibi jawékima iki ja ochaya jonibaonribira jato jaskáai,porque si ustedes aman a los que los aman qué mérito tienen hasta los malos aman a los que los aman,religioso
ea wetsa bakeamapainon riki iki jakopira josé akin janea iki jakob betan labán parananana,y le puso por nombre josé pues decía ojalá yavé me dé otro hijo otras leyendas,religioso
enra onanke ja satanás yakatainkoribi mato jakanabo,sé dónde vives donde está el trono de satanás,religioso
jatian ja jonibo ikainko moa nokókanketian westíora joni jesúski joáx ja bebon chirankootoshixon yoia iki,cuando volvieron donde estaba la gente se acercó un hombre a jesús y se arrodilló ante él le dijo,religioso
jabora moa mawáyamai jatíbitian janoxikanai,además ya no pueden morir sino que son como ángeles,religioso
jawetianki tsinkíanan jawékiati min akai minra chanitima iki ja mibé raenanaibo min wetsa mii patax iká icha jawékiabo jaskarabores min jato kenaabira jabaon kopikin mia kenashokokanti iki,cuando des un almuerzo o una comida no invites a tus amigos hermanos parientes o vecinos ricos porque ellos a su vez te invitarán a ti y así quedarás compensado,religioso
ja jemamea jonibo jawékiabo itan jawékiomabaonra dios ikonhakana iki jaskákinra ayunankana iki jainxonra jaton jakonma shinanbo akonkin jenei onisi chexakaatai onanti inon ixon xaxa chopabo sawekana iki,los ninivitas creyeron en la advertencia de dios y ordenaron un ayuno y se vistieron de saco desde el mayor al menor,religioso
jatian jaskara ikábo ninkata jonibo jatonbinix neskatibo yokakaakana iki,la gente que lo oía quedaba pensativa y decía,religioso
ea noibawe jesús davidkan baké,hijo de david ten compasión de mí,religioso
jainra non ibon joi yoikin tee ati nokona jakon iki jaskáxon icha jonibo non ibon joi en jato ikonhamati kopí icha joniboribi eki jakonmaakanainbi,pues se me ha abierto allí una puerta muy grande y con muchas esperanzas a pesar de que los enemigos son numerosos,religioso
jatian ja jemanribi iká iki westíora benomaata ainbo ja ainbora ja joni koshiiba kaa iki jawen rawí betan join reteanana ikax ja atikesbiakin jan akinnon ixon ja joi benxoai joni yoii,en la misma ciudad había también una viuda que acudía a él para decirle hazme justicia contra mi adversario,religioso
jainxonra kaxon ja yora korosenmea pakeanan lino chopan rakawaa iki jaskáaxon boxon jain mawábo niati shanka kiniakana ikain niaa iki ja kini iká iki tsoabi jain niakanamapari,después de bajarlo de la cruz lo envolvió en una sábana y lo depositó en un sepulcro nuevo cavado en la roca donde nadie había sido enterrado aún,religioso
jaskákanketian moa diossen jato jenea iki jato jaskáa naikanmea wistínbo rabikana iki profetabaon kirika wishá meranra neskatai,entonces dios se apartó de ellos y dejó que adoraran a los astros del cielo como está escrito en el libro de los profetas,religioso
rama jaskara tee min akábo ea yoipakewe moara nokon jawékibo koirannai en mia imati atipanyamake akin,dame cuenta de tu administración porque ya no continuarás en ese cargo,religioso
rama jatíxonbipari en yoiai joibo ninkáxon onankanwe,escúchenme todos y traten de entender,religioso
ja netebaonribira jerusalénhainoax jaweti profetabo antiokíain bokana iki,por aquel tiempo bajaron algunos profetas de jerusalén a antioquía,religioso
jatian kaxon ja sontáronin juan textexon jawen mapo raton bexon ja xontako menia iki jatian janbiribi jawen tita menia iki,luego trayéndola en una bandeja se la entregó a la muchacha y ésta se la pasó a su madre,religioso
ja jemamea joekan tenaara jatíbiainoa jonibo jakanti iki jatian nato netemea apobaonra jaton icha jawékibo menikanti iki,a su luz caminarán las naciones y los reyes de la tierra llevarán a ella sus riquezas,religioso
enki atiki maton apo korosen akin,he de crucificar a su rey,religioso
ja lotkanra jato xarameax itibi keskati jaa ixon akonbireskin jato kopi masá shinanna iki jabaon ocha akanaibo netetiibi ninkákin itan janbi ointaananribi,este hombre recto vivía en medio de ellos y su conciencia recta sufría día tras día viendo y oyendo sus crímenes,religioso
nato jonibo riki ja ani diossen tee axonaibo,estos hombres son siervos del dios altísimo y les anuncian el camino de la salvación,religioso
jaskáyamakinkaya jakon jawékibo atires shinankanwe ja dioski menikaata ainbobo ixon,que se adornen más bien con buenas obras como corresponde a mujeres que se tienen por piadosas con tal que ellas perseveren en la fe el amor y una vida santa y que sean capaces de moderarse,religioso
chiníparikayara diossen já keenai keská yorayabiribi ja jiwi imai jatian ja berobora jawen imakasai keská jiwibobiribi imai,dios le dará después un cuerpo según lo ha dispuesto pues a cada semilla le da un cuerpo diferente,religioso
jaskarabo kopíra já oinnama ixonbi akonbireskin maton jesukristo noike jainxon oinnama ixonbi ikonhaabo ikaxa rama mato kikini raroi jaskáshamani ja raroi yoyo iti joibobi yamake,ustedes lo aman sin haberlo visto ahora creen en él sin verlo y ahora se sienten llenos de una alegría inefable y celestial,religioso
jatian mato benoyabora en mato yoiai ja maton benen yoiai keskatibo ikanwe,igualmente ustedes mujeres obedezcan a sus maridos,religioso
ikonshamanra en mato yoiai jatíribi ja neno itinabora mawáyamanoxikanai ja jonin baken ikinaton jawen jonibo jakana oinnai kamanpari akin jato aká iki,en verdad les digo algunos que están aquí presentes no morirán sin antes haber visto al hijo del hombre viniendo como rey,religioso
jatian ikana iki jerusalénhain boabo kikinbires icha joni ja paskua fiesta ikaitian nete xabáketian ninkákana iki ja jeman jesús nokoti joái,al día siguiente muchos de los que habían llegado para la fiesta se enteraron de que jesús también venía a jerusalén,religioso
ja netebaonra ikonma kristobo itan ikonma profetabo bexon ja oinxon onanti jawékibo itan rateti jawékibo anoxikanai jaskáxon jato parannoxon jawekeska ixonra ja diossen katota jonibobi jato parankantiki,aparecerán falsos mesías y falsos profetas que harán señales y prodigios capaces de engañar incluso a los elegidos si esto fuera posible,religioso
jatianra moa barin tenayamaa iki jaskáketianra ja dios rabiti xobo meran iká jan nachitekin panaa chopa naponbekonshaman noshita iki,en ese momento la cortina del templo se rasgó por la mitad,religioso
noa kopikaya riki ja esé wishaa jaskákinra ja jawéki bananoxon mai chiniai itan ja trigo bero xemeaiton jainoa biti shinantaanan ati jake,a nosotros se refiere la escritura cuando dice que el labrador espera algo de su trabajo y que el que trilla tendrá parte en la cosecha,religioso
mato riki ja jaweranoaxki ea joá itan jaweranoki ea kaai ixon onanyamaabo,ustedes son los que no saben de dónde he venido ni adónde voy,religioso
jaskatax jaribi jakonma jawékiainoax xabakaati jatíbi jawékibora xabakaanoxiki ja diossen jawen bakebo jakonma jawékiainoa jato xabáaitian,porque el mundo creado también dejará de trabajar para el polvo y compartirá la libertad y la gloria de los hijos de dios,religioso
nokon wetsabo ramara ja jonin akai jawékiki yoinhanan en mato yoiai westíora jonin akai wetsa joni betan ja senenhabekonti joi kirika meran wishaxon firmanbekonkin moa jaskákana pekáora tsonbi ja wishábo soati itan tekiti atipanyamake,hermanos tomemos una comparación cuando alguien ha hecho su testamento en debida forma nadie puede anularlo ni agregarle nada,religioso
jaskákinra maton ea iresabires shinannai,ustedes toman para ofrecérmelo en sacrificio un animal robado cojo o apestado,religioso
jatian yamékirishoko josekan kaxon ja rabé joni jato oinnara iká iki jaakinres shinanni onísshoko itinbekona,cuando josé los vino a ver por la mañana se dio cuenta de que estaban muy preocupados,religioso
noara ichaxon wetsabaon akai keskáakin diossen joi yoixon jato kopí yokataiboma iki noara jaskáyamai ikonira noa dios bebon yoyo ikai jan raanabo ikax kristo betanbi itaanan,se encuentran con facilidad vendedores de la palabra de dios pero nosotros actuamos por convicción todo procede de dios y hablamos en en cristo en presencia de dios,religioso
jatian ja gosén main jawen papa moa nokota ninkáxon josekan ja bechii kanoxon jan kati jawen karro jato jakonshamanhakin benxoamayona iki,josé enganchó su carro y fue al encuentro de su padre a gosén,religioso
kikinshamankinra jakiribi mia en ointi shinanama iki,nunca pensé que volvería a verte y ahora dios me concede ver incluso a tus descendientes,religioso
jatian jaweratobaonki ea biai jabaonra jan ea raana diosribi moa bike,el que recibe a un profeta porque es profeta recibirá recompensa digna de un profeta,religioso
jaskáxon pablon jato neskáakin yoia iki,y se despidió de ellos con estas palabras,religioso
jaskáaxonra icha judíobaon diossen joi ikonhakana iki jainxon ja griego join yoyo ikai kikin ainboboyaxonbi benbobaonribi diossen joi ikonhakana iki,un buen número de ellos abrazó la fe y de entre los griegos algunas mujeres distinguidas y también bastantes hombres,religioso
japekáora jawen wetsa pikota iki esaúkan tae chipon westíora mekenman yatana jaskata kopíra jakob akin janekana iki rebeka rabébaon bakenontianra isaak sokota chonka baritiaya iká iki esaúkan reken bake ixon biti jawen wetsa maromaa,después salió su hermano que agarraba con una mano el talón de esaú y lo llamaron jacob isaac tenía sesenta años cuando nacieron,religioso
neskáxonra diossen maton shinan meran jakon chorish makan xoboa keskábo mato imati iki jawen sakerdotebobiribi jainoax ja jesukristo kopíres dios keenai keskatishaman menikaataiboribi mato imati iki,también ustedes como piedras vivas se han edificado y pasan a ser un templo espiritual una comunidad santa de sacerdotes que ofrecen sacrificios espirituales agradables a dios por medio de cristo jesús,religioso
apobaon apo itan ibobaon ibo iki iká wishá,rey de reyes y señor de señores,religioso
nazarethainoa jesús judíobaon apo iki iká,jesús el nazareno rey de los judíos,religioso
ja jakiribira en imanoxiki ikaitonra noa onanmai jatíbi jan jonia jawékibo ja taxkéti atipana jawékibo keyoi kaai jaskatax ja taxkéyamaibobicho jati kopí,las palabras esta última vez indican que serán cambiadas las cosas que se pueden mover es decir las creadas y sólo permanecerán las que no se mueven,religioso
já betanra rabé yometsoribi korosen akana iki wetsa iká iki jawen mekayao wetsa jawen mexkao,también crucificaron con él a dos ladrones uno a su derecha y el otro a su izquierda,religioso
enra akonkin ibo yoia iki ja koshi diossa nai itan mai jan jonia iki,levanto mi mano hacia yavé creador del cielo y de la tierra el dios altísimo,religioso
jara mawákenbi diossen jawen atipana koshín jirimaa iki jaskataxa onantibires baneta iki ikon diossen bake ikax já keskaribi atipana koshiya,y que el espíritu de santidad ha designado hijo de dios al resucitarlo de entre los muertos en una obra de poder de él cristo jesús nuestro señor,religioso
jawe iresaipanon mato riki benchebo ixonbi jato ikinkasaibo,ay de ustedes que son guías ciegos,religioso
jatian fariseoboyabi ja jerusalénhainoax bekana jawetii esé onan jonibo jesússiba bekana iki,los fariseos se juntaron en torno a jesús y con ellos había algunos maestros de la ley llegados de jerusalén,religioso
jawekeskatiki jawetianbi joni betan yorantinin iosma ikaxbi ea neskara jawéki iti iki,cómo puede ser eso si yo soy virgen,religioso
ja beparanmeetaibo ati keskáakinribi kastiganoxiki,le quitará el puesto y lo mandará donde los hipócritas,religioso
jaskati ikonbiresi onitsapiti iikinbi bebonbires jesussen orana iki jatian jawen niskan jimi tsononai keskati maiki tosota iki,entró en agonía y oraba con mayor insistencia su sudor se convirtió en gotas de sangre que caían hasta el suelo,religioso
jawen jisára kabayobo keská iki kabáyonin boaibo ikai keskatira ishtokanai,son semejantes a poderosos caballos y se lanzan como caballerías saltando por los cerros,religioso
jatian moa kimisha nete jakob kaibata pekáopari labán yoikana onanna iki moa jakob jabati kaibata yama,al tercer día avisaron a labán de que jacob había huido,religioso
jatíbibo jato noikanwe noa noiax noa kopi kristo mawáni keskáakinribi já jaskatara iká iki westíora jawéki dios menikana kikin jakonhira inin poatai keskáshaman,sigan el camino del amor a ejemplo de cristo que nos amó y se entregó por nosotros como esas ofrendas y víctimas cuyo olor agradable subía a dios,religioso
joní ja min yoiaira en onanyamake tsoa joni yoiira mia ibirai akin,amigo no sé de qué hablas,religioso
jatianra jonibaon shinankana iki ramabishokora soo ikai iamax mawára paketai ixonbo,pensaban que se iba a hinchar o caer muerto de repente pero después de esperar largo rato vieron que no le pasaba nada,religioso
ikaxbi ja wanoya joninra nekeabi jawékibo itan jaskáaxon jawen awin raromatibiribi shinannai,no así el que se ha casado pues se preocupa de las cosas del mundo y de cómo agradar a su esposa y está dividido,religioso
ja ani ronimanra jawen kexakan onpax kinana iki jaskáxon paro imataanan ja jenen ja ainbo bonon ixon,entonces la serpiente vomitó de su boca como un río de agua detrás de la mujer para que la arrastrara,religioso
nato jawékibora noa diossen onanmaa iki jawen shinan meranxon ja shinanmanra jatíbi onanke diossen shinan reboyabi,pero a nosotros nos lo reveló dios por medio de su espíritu pues el espíritu escudriña todo hasta las profundidades de dios,religioso
ja mia keenai jawékibo ea yokákinreswe en mia meninon akin,pídeme lo que quieras y te lo daré,religioso
jaskáatianbi ja xontako moa wenita iki ja bake iká iki chonka rabé baritiaya jatianra jonibo kikinbiresi ratékana iki,la jovencita se levantó al instante y empezó a caminar tenía doce años qué estupor más grande quedaron fuera de sí,religioso
jawerato jonin awin ja ainbo inóxiki,de cuál de ellos será esposa esta mujer puesto que los siete la tuvieron,religioso
atikoma riki ja rabé jawékiainoa en westíora katóti mawátininribi ea keenai moa kristo betan ikí kanox ea jaskatara itiki nokona bebonbires jakon,me siento urgido por los dos lados por una parte siento gran deseo de romper las amarras y estar con cristo lo que sería sin duda mucho mejor,religioso
