source,target,dataset
¿en ointi atipana?,¿puedo verlos?,flashcards
¿ea yakati atipana?,¿puedo sentarme?,flashcards
¿nonki nokoti atipana?,¿podremos conseguirlo?,flashcards
¿nonki nokoai?,¿lo conseguiremos?,flashcards
¿nonki chibanresai?,¿podemos proseguir?,flashcards
¿nonki aresai?,¿podemos continuar?,flashcards
¿min weniti atipan?,¿puedes levantarte?,flashcards
¿min ointi atipana?,¿puedes verlo?,flashcards
neri jowe,vuelve aquí.,flashcards
jaki ribi jowe,regresa pronto.,flashcards
neno pakewe,baja aquí.,flashcards
"kawe, awe","vamos, hazlo.",flashcards
"kanon ikanwe, akanwe","vamos, háganlo.",flashcards
neri jowe,ven acá.,flashcards
¿min oina?,¿lo viste?,flashcards
bakish awe,hágalo mañana.,flashcards
¿nonki mia onana?,¿te conocemos?,flashcards
¿mia jaya iki?,¿lo tienes?,flashcards
¿min ea ninkatai?,¿me oyes?,flashcards
¿min ea ninkatai?,¿me escuchás?,flashcards
¿min onana?,¿lo sabes?,flashcards
¿eaki onankana?,¿me conocen?,flashcards
¿minki noa onana?,¿nos conoces?,flashcards
¿min kenrin?,¿te gusta?,flashcards
¿min ea noia?,¿me quieres?,flashcards
¿min ea noia?,¿me amas?,flashcards
ebe ransawe,baila conmigo.,flashcards
¿enki onana?,¿le conozco?,flashcards
¿en mia onana?,¿te conozco?,flashcards
¿westiorara ea kenai?,¿necesito uno?,flashcards
jakonax jowe,serás bienvenido.,flashcards
ishton awe,hazlo rápidamente.,flashcards
ishton akanwe,hágalo rápido.,flashcards
ebe akanwe,hazlo conmigo.,flashcards
¿ea min chibanai?,¿me sigues?,flashcards
¿min oinai?,¿lo ves?,flashcards
¿min ea oinai?,¿me ves?,flashcards
jatixonbira ake,todos ganan.,flashcards
jati ribi ea meniwe,dame algunos.,flashcards
jabo ea meniwe,deme esos.,flashcards
jain ea manawe,espera ahí.,flashcards
jainxon manawe,espere allí.,flashcards
koshi yatamewe,agárrate fuerte.,flashcards
ja benxoawe,guarda eso.,flashcards
jaki yoyo iwe,conserva eso.,flashcards
icha piwe,come mucho.,flashcards
yoyo aki riki,está leyendo.,flashcards
pasnara ike,luce pálido.,flashcards
ishton kawe,camina rápido.,flashcards
eara kenresai,quiere más.,flashcards
jato akinairin mia,es abogado.,flashcards
jawera ayamake,es inocente.,flashcards
jainra joai,aquí viene.,flashcards
koshi ea ikowe,abrazame fuertemente.,flashcards
jain manawe,espera allí.,flashcards
koshi yatanwe,sujétalo fuerte.,flashcards
¿jawekeskarin mia?,¿cómo estáis?,flashcards
¿jawetiki mawakana?,¿cuántos murieron?,flashcards
¡kikin metsaira!,¡qué emocionante!,flashcards
"ishton jowe, tom","apúrate, tom.",flashcards
eara mawakeanke,casi morí.,flashcards
jatibitianra ea kai,siempre camino.,flashcards
rinko joni riki ea,soy americano.,flashcards
japones riki ea,soy japonés.,flashcards
okoi riki ea,estoy tosiendo.,flashcards
eara jakoma shinanmai,me indigna.,flashcards
jatishan iki riki ea,estoy estornudando.,flashcards
enra mia ikoankai,te creo.,flashcards
enra mato ikoankai,les creo.,flashcards
enra mato kenake,los llamé.,flashcards
eara ninkatai,puedo sentirlo.,flashcards
en mia ointi atipana,puedo verte.,flashcards
enra moa ake,yo contribuí.,flashcards
enra manayamake,no esperé.,flashcards
eara axeyamai,no estudio.,flashcards
jaskaraira ikemabi,yo exageré.,flashcards
eara oxake,me dormí.,flashcards
en mia ninkabanon,te perdono.,flashcards
eara wanoke,me casé.,flashcards
eara noyakasma iki,odio volar.,flashcards
eara noyakashamai,detesto volar.,flashcards
eara jaweranobi kakashamai,odio perder.,flashcards
eara ikashamai,detesto perder.,flashcards
retis ika riki ea,estoy resfriado.,flashcards
eara jain iki,estoy acatarrado.,flashcards
enra jakoma jaweki ake,he pecado.,flashcards
enra joibo ninkatai,escucho voces.,flashcards
enra mia paranke,te mentí.,flashcards
enra mato paranke,les mentí.,flashcards
cafera en ake,hice café.,flashcards
enra yame piti yoake,preparé cena.,flashcards
eara cafe xeakasai,necesito café.,flashcards
enra mato bike,la rescaté.,flashcards
enra bike,lo rescaté.,flashcards
enra tan tash ake,lo abofeteé.,flashcards
eara ichaira oxake,dormí mucho.,flashcards
cafera ea kenai,quiero café.,flashcards
eara winikasai,quiero llorar.,flashcards
eara mawakasai,quiero morir.,flashcards
eara pikasai,quiero comer.,flashcards
eara akasai,quiero intentarlo.,flashcards
eara kanankasai,quiero ganar.,flashcards
eara koirameke,tuve cuidado.,flashcards
sinata riki ea,estaba furioso.,flashcards
washimisira ike,estaba celoso.,flashcards
yatankanara ea ike,estaba atrapado.,flashcards
ras akanara ea ike,estaba desarmado.,flashcards
enra akonbireske,hice senderismo.,flashcards
eara metsaira jaweki wishake,escribo versos.,flashcards
enra amai,lo permitiré.,flashcards
eabichora ikai,estaré solo.,flashcards
ishtonra en yoiyai,seré breve.,flashcards
jainra ea ikai,estaré ahí.,flashcards
enra biai,lo compraré.,flashcards
enra kenai,lo llamaré.,flashcards
nenora en piai,comeré aquí.,flashcards
enra reteai,lo mataré.,flashcards
enra reteai,le mataré.,flashcards
enra mia reteai,te mataré.,flashcards
enra oimai,lo demostraré.,flashcards
enra mia oimai,te mostraré.,flashcards
enra oimai,le mostraré.,flashcards
enra boai,lo llevaré.,flashcards
westiora en biai,cogeré uno.,flashcards
enra oinai,lo miraré.,flashcards
islandes riki ea,soy islandés.,flashcards
axeai bakeranon riki ea,soy estudiante.,flashcards
axeamis riki ea,soy maestro.,flashcards
enra oinke,soy testigo.,flashcards
akas riki ea,soy adicta.,flashcards
metsa riki ea,soy guapa.,flashcards
akashorai riki ea,estoy desesperado.,flashcards
paxkina riki ea,estoy agotado.,flashcards
eki shinanbenokana,soy olvidadizo.,flashcards
jakoma bicho,estoy horrorizado.,flashcards
kikin kapo,soy importante.,flashcards
ratereskin oina,estoy impresionada.,flashcards
ninkati riki ea,estoy escuchando.,flashcards
enra mia ninkatai,te escucharé.,flashcards
ponte yoikas,soy realista.,flashcards
jakoinra shinani,estoy satisfecho.,flashcards
xeatiya riki ea,tengo cerveza.,flashcards
¿oini riki?,¿está mirando?,flashcards
¿isin riki?,¿es doloroso?,flashcards
¿jatixonbi oinkanai?,¿es popular?,flashcards
¿jainbi itina?,¿es privado?,flashcards
¿oi bei riki?,¿está lloviendo?,flashcards
¿sereki japaria?,¿hay tiempo?,flashcards
nenora chexai,aquí duele.,flashcards
eara isinmai,me enferma.,flashcards
sere manapariwe,toma tiempo.,flashcards
serera japarike,lleva tiempo.,flashcards
jainra itinke,fue irónico.,flashcards
jakoniki ikai,funciona bien.,flashcards
atibiresa ikai,será fácil.,flashcards
jatixonbi noikana,es adorable.,flashcards
maroti jawekibo,son negocios.,flashcards
jakoinra jaweki,es emocionante.,flashcards
teebo aki,está ocupado.,flashcards
moa yoikana,es oficial.,flashcards
yatanti jaweki,está obsoleto.,flashcards
westiora sere,un minuto.,flashcards
italiano axewe,aprende italiano.,flashcards
neno jenewe,déjelo aquí.,flashcards
ea keyomawe,déjame terminar.,flashcards
ea keyomakanwe,dejame terminar.,flashcards
ea yatamakanwe,déjame cogerlo.,flashcards
ea oinmakanwe,déjame verlo.,flashcards
ea tanamakanwe,déjame intentarlo.,flashcards
aresnon ikanwe,hagamos más.,flashcards
nato ati riki,hagamos eso.,flashcards
jemanxon piti riki,comamos fuera.,flashcards
naman bonon ikanwe,vayamos abajo.,flashcards
karenon ikanwe,sigamos adelante.,flashcards
ishton awe,hazlo rápido.,flashcards
¿en ointi atipana?,¿puedo verlo?,flashcards
ransaira ikanai,están bailando.,flashcards
washitira ikanai,están celosos.,flashcards
paxkinara inakanai,están casados.,flashcards
jawen poiriki,son hermanas.,flashcards
jakon akin akanai,son especiales.,flashcards
ebera ikanai,están conmigo.,flashcards
teetira ikanai,están trabajando.,flashcards
masa shinanira ikanai,están preocupados.,flashcards
tomanra ishtoake,tom aceleró.,flashcards
tomra manoke,tom desapareció.,flashcards
tomra jansoirake,tom exageró.,flashcards
tomasninra ninkatai,tomás entiende.,flashcards
tomanra shinanai,tom recordará.,flashcards
jatibi patsawe,lavá todo.,flashcards
jatibi chokawe,lava todo.,flashcards
koiranxon winwe,mira cuidadosamente.,flashcards
axeamisbo riki noa,somos profesores.,flashcards
nonra pike,comimos juntos.,flashcards
nonki mia akinti atipana,podemos ayudarte.,flashcards
nonki mato akinti atipana,podemos ayudarlos.,flashcards
nonra netenbi xepoke,cerramos temprano.,flashcards
noara oini bekanke,tenemos visita.,flashcards
nonra walfles ake,hicimos waffles.,flashcards
nonra grofesbo ake,hicimos gofres.,flashcards
nonra kananti jake,deberíamos ganar.,flashcards
nonra shinanbo yoike,compartimos ideas.,flashcards
francesninra noa yoyo ikai,hablamos francés.,flashcards
frances axei,estudiamos francés.,flashcards
noara ichaira nike,andamos mucho.,flashcards
noara akinkanti kenai,queremos justicia.,flashcards
noara akinti kenai,queremos ayudar.,flashcards
noara onankasai,queremos saber.,flashcards
noara yoyo ikasai,queremos hablar.,flashcards
noara potakasai,queremos votar.,flashcards
raenanaira noa ibake,éramos amigos.,flashcards
yoyo ikiri noa iwanke,estábamos hablando.,flashcards
masa akira noa iwanke,estábamos preocupados.,flashcards
noara retekanai,seremos asesinados.,flashcards
nonra yatanai,los detendremos.,flashcards
canadienses riki noa,somos canadienses.,flashcards
noara jawe akima iki,estamos disponibles.,flashcards
jainra noa yoyo ikai,estamos seguros.,flashcards
ninkati riki noa,estamos escuchando.,flashcards
nokokasai jawekiya,somos objetivos.,flashcards
tsinkita riki noa,estamos organizados.,flashcards
yatanakana riki noa,somos prisioneros.,flashcards
jaya riki noa,tenemos esos.,flashcards
nonra manomake,los perdimos.,flashcards
¿winiki mia iwana?,¿estabas llorando?,flashcards
¡kikin jakoma jaweki!,¡qué catástrofe!,flashcards
¿jaweki yoiya?,¿qué dijo?,flashcards
¿jaweki min aka?,¿qué hiciste?,flashcards
¿jaweki maxkata?,¿qué falta?,flashcards
¿jawetianki keyota?,¿cuándo acabó?,flashcards
¿jawetian mia ishtoai?,¿cuándo correrás?,flashcards
¿tsonki akina?,¿quien ayudó?,flashcards
¿tsonki aka?,¿quién contribuyó?,flashcards
ja wishawe,anota eso.,flashcards
ja wishakanwe,anoten eso.,flashcards
nato wishawe,anota esto.,flashcards
natora en wishake,anote esto.,flashcards
nato wishakanwe,anoten esto.,flashcards
minra ea paranke,me traicionaste.,flashcards
minra noa paranke,nos traicionaste.,flashcards
minra noa paranke,nos engañaste.,flashcards
noa yoiwe,puedes decírnoslo.,flashcards
onisai jisa riki mi a,pareces triste.,flashcards
ninkataima jisa,pareces estúpido.,flashcards
jakomabires jisa,pareces idiota.,flashcards
bobo jisabires mia,pareces bobo.,flashcards
ikoanyamai jisabires mia,pareces inseguro.,flashcards
¡kikin jatibiya!,¡qué suertudo!,flashcards
miara tantiti jake,deberías descansar.,flashcards
matora baneti jake,deberían quedarse.,flashcards
miara oxawanke,tú dormías.,flashcards
matora oxawanke,ustedes dormían.,flashcards
minra oinyamake,te perderás.,flashcards
miara jakoma iki,eres idiota.,flashcards
¡miara jakoma iki!,¡eres idiota!,flashcards
jain yoyo ikaishaman,eres decidido.,flashcards
namatirin mia,estás soñando.,flashcards
jawe ayamaibo,son inocentes.,flashcards
yoyo iyosma,eres nervioso.,flashcards
jakonrin mia,estás estancado.,flashcards
mia yatameta,estás atascado.,flashcards
correoyarin mia,tienes correo.,flashcards
¿kirinko jonirin mia?,¿eres estadounidense?,flashcards
¿canadienserin mia?,¿eres canadiense?,flashcards
¿japonesrin mia?,¿eres japonés?,flashcards
¿goifistarin mia?,¿eres golfista?,flashcards
¿jato akinairin mia?,¿eres abogado?,flashcards
¿jaweki akairin mia?,¿eres mago?,flashcards
¿ninkatairin mia?,¿eres flexible?,flashcards
¿totarin mia?,¿estás embarazada?,flashcards
¿axeai bakeborin mato?,¿son estudiantes?,flashcards
¿mia axeai?,¿tú estudias?,flashcards
¿mato axei iitai?,¿están estudiando?,flashcards
¿mia axei iitai?,¿estás estudiando?,flashcards
jakon akin joinwe,respira normal.,flashcards
jakon akin joinwe,respira tranquilo.,flashcards
¿ea maton amai?,¿me permiten?,flashcards
¿ea pikoti atipana?,¿puedo salir?,flashcards
¿min kenati atipana?,¿puedes llamarlo?,flashcards
¿min benati atipana?,¿puedes encontrarla?,flashcards
¿min jato merati atipana?,¿puedes descubrirlo?,flashcards
¿min jato oinmati atipana?,¿puedes demostrarlo?,flashcards
¿min jato ointi atipana?,¿puedes verlos?,flashcards
¿min ea axeati atipana?,¿puedes enseñarme?,flashcards
jakon akin yoiwe,elije sabiamente.,flashcards
"kawe, jishtenwe","vamos, despierta.",flashcards
"ninkawe, tom","concéntrate, tom.",flashcards
¡jakonax iwe?,¡modérese usted!,flashcards
¿tsoaki joa?+,¿vino alguien?,flashcards
¿jawekeskaakinki ati yoiya?,¿dijeron cómo?,flashcards
¿min osana?,¿te divertiste?,flashcards
¿min onanaki iwana?,¿le conocíais?,flashcards
¿min ja oina?,¿viste eso?,flashcards
¡yoyo iyamawe!,¡no interfieras!,flashcards
¿miaki winiresai?,¿seguido lloras?,flashcards
¿miaki akama ikai?,¿niegas eso?,flashcards
¿mia cervezaya iki?,¿tienes cerveza?,flashcards
¿mato bakeya iki?,¿tienen hijos?,flashcards
¿mia bakeya iki?,¿tienes hijos?,flashcards
¿mia arrozya iki?,¿tienes arroz?,flashcards
¿mato arrozya iki?,¿tienen arroz?,flashcards
¿min jato onana?,¿los conoces?,flashcards
¿min kenrin?,¿te gustan?,flashcards
¿mia neno ja?,¿vives aquí?,flashcards
¿mato neno ja?,¿viven aquí?,flashcards
¿mia golf tsiniai?,¿juegas golf?,flashcards
¿mato golf tsiniai?,¿juegan golf?,flashcards
¿mia kenresai?,¿quieres más?,flashcards
jatibi choronkana,todos saltaron.,flashcards
jatixonbira manaibake,todos esperaron.,flashcards
jatibira jabakanke,escaparon todos.,flashcards
¡jakonax kawe!,¡buen viaje!,flashcards
¿minki yoiyama?,¿te decidiste?,flashcards
jakonra kai,va bien.,flashcards
jara bewakas iki,ama cantar.,flashcards
jokasi riki,quiere venir.,flashcards
moara yosiai,está envejeciendo.,flashcards
ea manawe,un momentito.,flashcards
¿jawetio anirin mia?,¿cuánto mides?,flashcards
enra piti yokake,pedí comida.,flashcards
eara retis ike,me engripé.,flashcards
miara reteti atipanke,podría matarte.,flashcards
enra reteti iki,podría matarlo.,flashcards
enra reteti atipanke,podría matarla.,flashcards
jato reteti atipanke,podría matarlos.,flashcards
reteti atipanke,podría matarlas.,flashcards
¿min kenrin ea?,¿te gusto?,flashcards
¿mia ikoni yoyo ikai?,¿lo prometes?,flashcards
¿mia biai?,¿tú reciclas?,flashcards
¿isinrin nato?,¿duele esto?,flashcards
jatibi piwe,cómete todo.,flashcards
nato pikanwe,cómanse todo.,flashcards
jatibira jansokanai,todos mienten.,flashcards
jatixonbiki kopiaka,todos pagaron.,flashcards
jakon yantan,buenas tardes.,flashcards
¡jakon baritia?,¡feliz año!,flashcards
jakonax tantiwe,felices vacaciones.,flashcards
¿min pia?,¿has comido?,flashcards
¿min moa pia?,¿ya comiste?,flashcards
janra ishtoake,él aceleró.,flashcards
keniya riki,tiene barba.,flashcards
maton wetsakeska aka,ha cambiado.,flashcards
sinatakeska riki,parece enfadada.,flashcards
yobinki maroai,vende frutas.,flashcards
jorati jake,debería venir.,flashcards
jenenra reteke,se ahogó.,flashcards
joa maroai riki,es florista.,flashcards
onisa riki,está deprimido.,flashcards
jainra bekanai,aquí vienen.,flashcards
"jawekeskarin, jikiwe","hola, entra.",flashcards
¡ishtontani bekanwe bakebo!,"¡apúrensen, muchachos!",flashcards
enra moa onanke,ya sé.,flashcards
ichaira en pike,comí demasiado.,flashcards
enra mia ikoankai,te creí.,flashcards
ea koriki meniwe,presto dinero.,flashcards
enra vino bike,traje vino.,flashcards
en mia akinti atipana,puedo ayudarte.,flashcards
en mia oinmati atipana,puedo demostrarlo.,flashcards
eara jato oinai,lo noto.,flashcards
enra chibanyamai,no sigo.,flashcards
enra ninkayamai,no entiendo.,flashcards
cafera en xeai,bebo café.,flashcards
eara rerexe akanke,me arrestaron.,flashcards
eara potananke,me divorcié.,flashcards
enra mia yoiyai,lo garantizo.,flashcards
enra osanke,me divertí.,flashcards
eara ransakasma iki,odio bailar.,flashcards
eara ransakashamai,detesto bailar.,flashcards
enra planchankasyamai,odio planchar.,flashcards
eara teekashamai,odio trabajar.,flashcards
eara okoai,tengo tos.,flashcards
enra onanyamake,ni idea.,flashcards
eara poiya iki,tengo hermanas.,flashcards
eara kanankas iki,adoro ganar.,flashcards
enra galletabo ake,hice galletitas.,flashcards
eara karibati jake,debo regresar.,flashcards
eara yoikanti kenai,necesito respuestas.,flashcards
eara cirugia kenai,necesito cirugía.,flashcards
eara tantikasai,necesito descansar.,flashcards
eara teekasai,necesito trabajar.,flashcards
koriki kenira ea iwanke,necesitaba dinero.,flashcards
rama en shinanai,ahora recuerdo.,flashcards
en mia shinanmabanon,te recuerdo.,flashcards
eara jatishan ikai,estornudo mucho.,flashcards
eara francesnin yoyo ikai,hablo francés.,flashcards
eara frances axeiki,estudio francés.,flashcards
eara koreano axeiki,estudio coreano.,flashcards
enra frances jato axeakai,enseño francés.,flashcards
wetsara ea kenai,quiero otro.,flashcards
enra akinkasai,quiero ayudar.,flashcards
eara jakasai,quiero vivir.,flashcards
eara tsinikasai,quiero jugar.,flashcards
enra jenekasai,quiero renunciar.,flashcards
eara tantikasai,quiero descansar.,flashcards
eara yoyo ikasai,quiero hablar.,flashcards
eara teekasai,quiero trabajar.,flashcards
eara yatankanke,fui arrestado.,flashcards
namatira ea ike,estaba soñando.,flashcards
eara jakomakanke,fui ofendido.,flashcards
oxara ea ike,estaba durmiendo.,flashcards
niskanira ea ike,estaba sudando.,flashcards
seyatara ea ike,estaba excitado.,flashcards
jakon jowe arakanke ea,fui bienvenido.,flashcards
paxkinara ea ike,estaba agotado.,flashcards
enra gafas saweai,uso gafas.,flashcards
eara koshikasai,desearía poder.,flashcards
koirametaxra ea ikai,sería cuidadoso.,flashcards
eara mawakasai,preferiría morir.,flashcards
ochomara ea ikai,estaré cerca.,flashcards
enra ponte yoiyai,seré directo.,flashcards
enra kenai,los llamaré.,flashcards
enra mia kenai,te llamaré.,flashcards
enra janso akai,lo regañaré.,flashcards
enra sina akai,le reñiré.,flashcards
enra mia akinai,te invitaré.,flashcards
reken peokoti riki ea,soy principiante.,flashcards
bata isiman ikai,soy diabética.,flashcards
jato bewamai,soy músico.,flashcards
jawebi ikoanyamai,soy ateo.,flashcards
rateta riki ea,estoy asombrada.,flashcards
akanai oinresai,soy confiable.,flashcards
akanai oinresai,soy diplomática.,flashcards
ishton kai riki ea,estoy apurado.,flashcards
akasi riki ea,estoy interesado.,flashcards
chopa jopepan,me desnudo.,flashcards
teeyoma riki ea,estoy desempleado.,flashcards
chankata riki ea,estoy parado.,flashcards
teeyoma riki ea,estoy desempleada.,flashcards
moa axea,estoy acostumbrado.,flashcards
eara oinkanke,me vieron.,flashcards
eara toaakanke,me dispararon.,flashcards
eara jakomakanke,me demandaron.,flashcards
eara jato oinke,los vi.,flashcards
¿ati jisarin?,¿es posible?,flashcards
ati jisarin,puede hacerse.,flashcards
sabado riki,es sábado.,flashcards
¡kikin noeshaman!,¡huele rico!,flashcards
atibires jisa!,parece fácil.,flashcards
amenora ike,fue ameno.,flashcards
jaskaakin ati ikara ike,fue planeado.,flashcards
matsira ike,estaba nevando.,flashcards
atiresa ikai,estará listo.,flashcards
bakebaon nete riki,es navidad.,flashcards
eara nokoke,me supera.,flashcards
ja jisa,es idéntico.,flashcards
jaki ribi iribai,es redundante.,flashcards
ren irai,está vibrando.,flashcards
¡metsaira jaweki!,¡es maravilloso!,flashcards
shinanbenowe moa,olvídalo ya.,flashcards
ea kamawe,déjame irme.,flashcards
mibe bowe,llévalo contigo.,flashcards
jainbi mibe awe,consérvalo contigo.,flashcards
jainbi jenewe,déjelo ahí.,flashcards
¡eabicho jenewe!,¡déjame sola!,flashcards
noabicho jenekanwe,déjanos solos.,flashcards
en mia yoibanon,déjame explicar.,flashcards
ea teamawe,déjame sentirlo.,flashcards
ea ninkamawe,déjame oírlo.,flashcards
jato jenewe,déjalos pelear.,flashcards
koshi shinanya inon ikanwe,seamos valientes.,flashcards
jakonax iti,seamos felices.,flashcards
neno pinon ikanwe,comamos aquí.,flashcards
netexon ninkawe,escucha atentamente.,flashcards
¡nato ninkawe!,¡escucha esto!,flashcards
¿ea mibe kati atipana?,¿puedo acompañarle?,flashcards
¿ea mato betan iti atipana?,¿puedo acompañarles?,flashcards
¿en mato kataxti atipana?,¿puedo unírmeles?,flashcards
oke kawe moa,muévase ya.,flashcards
tsoabira saiyamake,nadie gritó.,flashcards
tsonbira ninkayamai,nadie escucha.,flashcards
ponte yoiwe,dilo claramente.,flashcards
¿mia jawe kenai?,¿necesitás algo?,flashcards
¿min nato shinanai?,¿recuerdas esto?,flashcards
¿mia nawan join yoyo ikai?,¿hablas español?,flashcards
¿mia suajualinin yoyo ikai?,¿hablas suajili?,flashcards
¿mia kirinkonin joi axei iitai?,¿estudias inglés?,flashcards
¿mia ransakasai?,¿querés bailar?,flashcards
¿min akasai?,¿quieres hacerlo?,flashcards
¿mia oxakasai?,¿querés dormir?,flashcards
jatibira osani ibakanke,todos sonreían.,flashcards
ebe yoyo iwe,comuníquese conmigo.,flashcards
¿moa min pia?,¿has almorzado?,flashcards
¿mia oshia?,¿has adelgazado?,flashcards
¿mia oshia riki?,¿ha adelgazado?,flashcards
¿min tana?,¿lo mediste?,flashcards
jatibiki akama ika,negó todo.,flashcards
ichara pikotai,sale mucho.,flashcards
jaweranora pikoyamai,será castigado.,flashcards
¿jaweti mia kenai?,¿cuántos necesitas?,flashcards
¿jaweti mia maxkata?,¿cuántas necesitas?,flashcards
¿jaweti mia kenai?,¿cuántos quiere?,flashcards
¿jaweti mia kenai?,¿cuántos quieres?,flashcards
¿jaweti min kopiaka?,¿cuánto pagaste?,flashcards
¿jaweti min kopiaka?,¿cuánto pagó?,flashcards
¿jaweti maton kopiaka?,¿cuánto pagaron?,flashcards
¿jaweti min oina?,¿cuánto viste?,flashcards
¿jaweti min kananai?,¿cuánto ganas?,flashcards
keyotiainra en ninkake,finalmente entiendo.,flashcards
eara choronwanke,yo saltaba.,flashcards
yakaxonra en ninkake,escuché atentamente.,flashcards
eabichora kaibake,viajé solo.,flashcards
eara shinanbenokasai,quiero olvidarla.,flashcards
enra mia osankinkasai,quiero complacerte.,flashcards
shinankasira ea iwanke,quería recordar.,flashcards
mia yoikasira ea iwanke,quería advertirte.,flashcards
en mia chibanban,te acompañaré.,flashcards
en bobatan,lo acompañaré.,flashcards
en mia boban,le acompaño.,flashcards
eara rakakasai,quisiera recostarme.,flashcards
mibera en namatai,soñaré contigo.,flashcards
enra tsekai,lo sacaré.,flashcards
xobo akai riki ea,soy arqueólogo.,flashcards
minra ea rateresai,me sorprendes.,flashcards
bakishra ea teetai,mañana trabajo.,flashcards
enra meratanike,encontré algo.,flashcards
jain rakantibo boban,llevo marcapasos.,flashcards
oi beketianbires,apenas llueve.,flashcards
jakoinra jisa,parece fascinante.,flashcards
yamera oi bewanke,llovió anoche.,flashcards
kikin jakoinra,parece interesante.,flashcards
metsaira iiti iki,sería romántico.,flashcards
tsotsoa riki,está chupado.,flashcards
moara peokoke,ya empezó.,flashcards
¿rabekaxbi katirin?,¿vamos juntos?,flashcards
¿en yoiban?,¿debería dimitir?,flashcards
ninkatishaman jisa,parece razonable.,flashcards
moa netei riki,está amaneciendo.,flashcards
kikin akin akana,salieron victoriosos.,flashcards
matora bewati atipanke,pueden cantar.,flashcards
seda jisa,parece seda.,flashcards
nonra meken tash akai,nosotros aplaudimos.,flashcards
atiya riki noa,tenemos ventaja.,flashcards
noa ikokananke,nos abrazamos.,flashcards
ramabira noa kai,partiremos inmediatamente.,flashcards
jatibi non menipachoai,compartíamos todo.,flashcards
nonra masa shinanti jake,deberíamos preocuparnos.,flashcards
noara rabekax kati jake,viajamos juntos.,flashcards
noara jakon akin akasai,queremos asegurarnos.,flashcards
nonra marokasai,queremos negociar.,flashcards
pii riki noa,estábamos almorzando.,flashcards
nonra winoai,lo superaremos.,flashcards
noara akanai,nos atacan.,flashcards
¿jawe maton jonea?,¿qué ocultan?,flashcards
¿jawe maton yoiyai?,¿qué dicen?,flashcards
¿jawe min shinanai?,¿qué recuerdas?,flashcards
¿jawetianki joa?,¿cuándo volvió?,flashcards
¿jawetianki joai?,¿cuándo volverá?,flashcards
¿jawetianki mia joi kai?,¿cuándo volverás?,flashcards
¿jawerano kaiki mia ika?,¿adónde ibas?,flashcards
¿jawe min janea?,¿cuál elegiste?,flashcards
¿min ea manai?,¿me esperarás?,flashcards
¿min ea perdonanti atipana?,¿me perdonarías?,flashcards
¿mia te kenai?,¿preferirías té?,flashcards
miara yatemeta banetai,quedas arrestado.,flashcards
minra ishoton ninkatai,captás rápido.,flashcards
"minra ayamake, ¿ikon?","perdiste, ¿verdad?",flashcards
minra jakomaakai,lo sobrestimas.,flashcards
wetsa keska jisa,pareces indiferente.,flashcards
masa shinanyamai jisa,pareces despreocupado.,flashcards
minra manati ike,debiste esperar.,flashcards
miara kamayamakanai,te castigarán.,flashcards
minbicho akas,eres oportunista.,flashcards
jatikaxbira jiribakanke,ambos sobrevivieron.,flashcards
¿mia boban?,¿te llevo?,flashcards
¿mia japonesnin yoyo ikai?,¿habla japonés?,flashcards
¿min yoiti atipana?,¿podrías describirles?,flashcards
¿min jato yoiti atipana?,¿podrías describirlos?,flashcards
¿min onanti atipana?,¿puedes identificarlo?,flashcards
¿min jawe mera?,¿descubriste algo?,flashcards
¿min yoitania?,¿dijiste algo?,flashcards
¿min ointania?,¿viste algo?,flashcards
¿min kena?,¿le llamaste?,flashcards
¿mia axei iitai?,¿disfrutas estudiando?,flashcards
¿min jan keteatiya iki?,¿tiene encendedor?,flashcards
¿mia jan bewa ninkatiya iki?,¿tenés auriculares?,flashcards
¿mia jan bewa ninkatiya iki?,¿tienes audífonos?,flashcards
¿mia sereya iki?,¿tienes tiempo?,flashcards
¿min jawe ayamai?,¿tiene tiempo?,flashcards
¿mia atunya iki?,¿tienen atún?,flashcards
¿min pilas maroyamai?,¿vende pilas?,flashcards
¿min xeteyamai?,¿hueles algo?,flashcards
¿mia filipinonin yoyo ikai?,¿habla filipino?,flashcards
¿min rama ninkatai?,¿entiendes ahora?,flashcards
¿mato pikasai?,¿quieren desayuno?,flashcards
¿mia jawe kenai?,¿queréis algo?,flashcards
¿min bikasai?,¿querés comprarlo?,flashcards
¿mia oxakasai?,¿quieres dimitir?,flashcards
¿min oinkasai?,¿quieres verlo?,flashcards
¿min oinkasai?,¿querés verlo?,flashcards
¿min tanakasai?,¿quieres probarlo?,flashcards
¿maton tanakasai?,¿quieren probarlo?,flashcards
¿mia kirinkonin joi yoyo ikai?,¿habla inglés?,flashcards
¿tsonki ninkatai?,¿alguno escucha?,flashcards
¿moa min pia?,¿ya cenaste?,flashcards
gafasbo bowe,lleva gafas.,flashcards
¿jawetiki basiai?,¿cuánto tarda?,flashcards
¿jawetirin min iwe?,¿cuánto pesas?,flashcards
¿jawekeskaraki mia joai?,¿cómo volverás?,flashcards
enra merake,descubrí algo.,flashcards
enra ninkayamake,le ignoré.,flashcards
mia ninkakasira ea iwanke,creí oírte.,flashcards
boston noiara en iwanke,amaba boston.,flashcards
yoyo akasira ea iwanke,quería leerlos.,flashcards
enra mato manawanke,les esperaba.,flashcards
enra manawanke,le esperaba.,flashcards
jemanra ea ikai,estaré afuera.,flashcards
axeai bakeranon,soy universitario.,flashcards
